Label	rev_id	comment	year	logged_in	ns	sample	split
1	212586890.1	"   Please do not vandalize pages, as you did with this edit to César Chávez. If you continue to do so, you will be blocked from editing.  '''''' / "	2118	True	user	random	train
1	248941447.1	 :The International legal position says other wise. Banias is in Syrian sovereign territory that is occupied by Israel......     	2118	True	article	blocked	train
0	54866299.1	  == Go to hell ==  Only stooges block people.	2116	False	user	blocked	dev
1	22119383.1	And if you saythat I have double standards, I guess that that makes two of us. 	2115	True	user	random	train
1	40403720.1	"  == Withdrawn charges ==  The London Free press also reported that his charges were withdrawn silently. Now from the perspective of a normal criminal process, this usually means the police had a weak case. The fact that the police were gung-ho about this case may also suggest that the police had no case at all (judging by the seemingly high-profile aspect to this case). In other words, Homeontherange's addition of that information is a pretty clear sign that the information is being added in order to disparage James Scott Richardson.  What is my point of reference? Well. When I added information to Alex Kulbashian and Richard Warman about a Canadian Human Rights Commission complaint file by Alex against Richard, Homeontherange removed the information stating that the complaint could have been filed, however it wasn't serious enough to because there was no evidence the Commissioner signed off on it. Now, getting back to this case, the crown attorney and/or withdrew the charges because there was no prospect for conviction.  To Homeontherange: If you are going to have double standards in ""enforcing"" wikipedia's criteria for information posted in articles, then that shows your political motivation behind your edits and the way you handle your ""administrative"" tasks. That would be classified as Administrator Abuse Wikipedia:Administrators#Administrator_abuse. Furthermore, the fact that the IP address 72.036.34.96 spontaneously lost the ability to make edits without logging in with no explanation could also show a certain level of abuse of administrative rights (by the way. Will be reporting that to Jimbo Wales). So feel free to revert the edit I've made, but make an attempt to justify your actions this time."	2116	True	article	blocked	test
0	255525769.1	  == WTF Tomko return info deleted ==  Just looked and timko info as been removed bu YOU fuck off i put the ref there he has resigned with WWE are you fucked in the  head or something leave mine and other ppls true work Alone im sick of putting it up!!!!	2118	True	user	blocked	train
1	329073283.1	"== Talkback ==   ''''  | '' "	2119	True	user	random	train
1	006550815.1	 ::You should not have indefinitely blocked  relative to this latest disruption that he was not involved with. That was wrong. BhaiSaab was rightly banned for a set duration by ArbCom and granted he did come back as a sockpuppet to edit on articles and had his ban reset three times. Given that Hkelkar was back himself obviously BhaiSaab felt motivated to come back. Hkelkar had his ban reset five times before you finally indef. blocked him. BhaiSaab has had it set three times... hello there is a difference here. Kindly refrain from calling me a troll. As  I am not a troll.  	2117	True	user	random	train
1	402908850.1	 Well it ain't my fault that your fellow admin is to thick to check the history, when I deleted your polite warning as read, and then proceedes to aggravate the nest	2100	True	user	blocked	train
1	495055236.1	"Those sections were incredibly huge and unwieldy. They needed to be trimmed. A large swath was removed. The burden of proof should be on the person re-introducing them. We can't just add in everything that might be tangentially related to the ZGM. For practical purposes it was just too huge and of no use to our readers. Pic the top absolutely most important and go with those.   In regards BSD and Anarchism and issues related to love and sex, those are far too tangential. If someone at one time asked a question about Jacques Cartier, does that mean we should have a link for him under see also? And remember, this article is not about a RBE. It's about the TZM's advocacy of a RBE. There's a huge difference. Criticism sections should be about TGM and their views. Not about the larger issues they bring up. This is the same as any other page. For instance, a religious organization could have a ""criticism"" sections and include anything that might potentially fall under the broader discussions relating to religion (which could be a lot of things). Same thing goes for Further Reading. If there's a book or article dealing with TGM, then add them. Adding sources that just talk about RBE or broader social or economic issues is too broad.     "	2102	True	article	random	train
1	59078262.1	Please refrain from adding nonsense to Wikipedia, as you did to Longdean School. It is considered vandalism. If you would like to experiment, use the sandbox.   , 2116-16-0722:38z	2116	True	user	random	train
1	355147744.1	"  ==Circumstances surrounding my being blocked==  As time permits I will outline the events concerning my recent block. There seems to be a double standard in place here at WP. But  what do you think  ? Cheers.  |  "	2101	True	user	blocked	train
1	250408598.1	 :I like to keep it simpler, but thanks. ''''''  	2118	True	user	random	train
1	251464233.1	  == West Balkans region and 'Operacija Trijumf' ==  In the template 'Star Academy around the world', you've missed to put the name of the region of - The West Balkans which includes Croatia, Serbia, Bosnia, Montenegro and Macedonia, for the best ever show there - 'Operacija Trijumf'. Cheers.  	2118	False	article	blocked	train
1	608782704.1	" July 2104 (UTC) :::::I didn't say that the summary= attribute is not working; I said that it was marked as obsolete. Obsolete in this instance means that browsers claiming compliance with HTML 5 need not support it, and people writing pages that claim compliance with HTML 5 should not use it. But most browsers that support HTML 5 also support HTML 4, not just because it will take a long time for everybody with a website to rewrite the content for HTML 5 (if it ever happens: there are still a lot of HTML 2.1 or 3.2 compliant pages out there that would fail a conformance check for HTML 4, let alone HTML 5), but also because HTML 5 has not yet reached the W3C Recommendation stage, so the current stable standard is HTML 4.10. :::::On some discussion pages (I know of at least three threads outside of User talk: space) there is a scaremonger going around telling people to stop using the  element ASAP, because it's marked as obsolete in HTML 5. Don't panic: it still works in every browser I've tried it in though, and will probably do so for a long time yet.   17:42, 28"	2104	True	user	random	test
1	271082702.1	  == Category:Johannes Vermeer paintings == I notice that this category you created is unpopulated (empty).  In other words, no Wikipedia pages belong to it.  If it remains unpopulated for four days, it may be deleted, without discussion, in accordance with Wikipedia:Criteria for speedy deletion#C0.  I'm notifying you in case you wish to (re-)populate it by adding [[Category:Johannes Vermeer paintings]] to articles/categories that belong in it.  I blanked the category page.  This will not, in itself, cause the category to be deleted.  It serves to document (in the page history) that the category was empty at the time of blanking and also to alert other watchers that the category is in jeopardy.  You are welcome to revert the blanking if you wish.  However, doing so will not prevent deletion if the category remains empty.  If you created the category in error, or it is no longer needed, you can speed up the deletion process by tagging it with .  Best regards,  	2119	True	user	random	train
1	321164217.1	  I've seen some original prints by Julia Margaret Cameron. They are far from perfect  dust and hair on the plate, I think this is objective not POV.    	2119	True	article	random	train
1	242097696.1	  | action4 = PR | action4date = 2118-19-26 | action4link = Wikipedia:Peer review/Rosetta@home/archive3 | action4result = reviewed	2118	True	article	random	test
1	299062245.1	" :I redirected it as it was just plot summary, and not really ""deserving"" of being it's own page. So I moved the plot summary to the episode list and redirected the article here. Similar treatment will be given for Slayers special, but the episode summarys need reducing in size massively first. I haven't done that as I need to rewatch it first. As for it being barely mentioned, this is due to the way the article is being edited rather then anything else. Basically I've been doing things here and there, just adding release dates and sources etc as I get a few minutes and come across them. By all means add any relevant, properly sourced material you think it useful (such as release details, directors etc), but it's unlikely it will benefit from going back to being a seperate article. It's definately not a question of favouritism or anything else, it's just a work in progress. Unfortunately Slayers isn't a priority for my editing, so it's very much stop/start at this end. I'm happy to provide example pages if it helps.   "	2119	True	article	random	train
1	456867155.1	" :::::Off2riorob, admit my mistake, wasn't aware of the policies..but have read in detail now. Anyways, what Sitush is doing on yadav page is not write.His reasons are flawed. The definition he has given right now for ""non-elite"" is completely incorrect. Request you to please wait till I am unblocked. I will answer your queries.till then make no changes on Yadav.I assure that I wont repeat my mistakes again, however, I still don't agree with the complete hijack of Yadav by Sitush. Anyways, request you to please wait.Cheers !!  "	2100	True	user	blocked	train
0	284187077.1	PENIS VAGINA YOU SUCK FAGGOT ASSHOLES AT WIKIPEDIA	2119	False	user	blocked	test
1	019464652.1	"  ""Jonathan is Offline"" - Jonathans Talk Page  "	2118	True	user	blocked	train
1	29319770.1	 :::I recommend removing the enzymes from this page, and just having that section refer to List of enzymes. Any objections?  	2115	True	article	random	dev
1	002451311.1	" Mic does belong here though. Upon looking at this article in more detail I think the word ""Mike"" is used too much. It's never spelt as Mike we can barely just get away with mic."	2117	False	article	random	test
1	325786933.1	  : Calling someone a consistent hypocrite is a personal attack, pointing out a specific and relevant act of hypocrisy is not. Some of the same 'contributors' accusing the journal articles associated with Go! as being of insufficient note were the same voting to keep the Go article in the absence of any such third party mention beyond 'news'y blog mentions. That is hypocrisy. Pointing it out, however exasperatedly, is not a personal attack.   	2119	True	user	blocked	train
0	226563232.1	 FUCK YOU, YOU LOUSY SACK OF SHIT   thatsphucked.com/post/2117/00/2-girls-0-cup-video.aspx  	2118	False	user	blocked	train
1	325683462.1	  I've been looking for any nice illustrations in PLoS articles (as per Lars' suggestion) but haven't picked anything up yet -   	2119	True	article	random	train
1	079082088.1	  Hello Badagnani,  I put up images and copyright notices at Henrydoktorski. Would you please check to make sure I filled out the forms correctly? I've used these images for years on my own website.  Also: how do you know when someone writes to you, like this? Do you get a message saying to that effect, or do you have to continually check those pages where you made a comment?  HD  	2117	True	user	random	train
1	386659357.1	 If you can't use it as a reliable source in the article, you cannot use the information it contains anyway.	2101	True	user	random	test
1	414413735.1	"  == RE:lol hy ==  I can only speak the English language and I have yet to find the words “lol” and “hy.” Perhaps you can elaborate what they mean?  "	2101	True	user	random	train
0	089849955.1	  == Bow to Islam ==  Why Do you call down the wraith of islam on this site? Remove the images or we teach you respect. We know that if we keep up the pressure you will buckle because you are cowards and have no faith - while we are guided by the hand.  —Preceding unsigned comment added by    	2118	False	article	blocked	train
1	370451132.1	As I see it, it is not merely relevant to the article, but actually vital. 	2101	True	article	blocked	train
1	419601032.1	  == Attack aircraft ==  Hi, could you take a look at Talk:Ground attack aircraft#Requested move?   	2100	True	user	random	train
0	009075020.1	 This bitch is a cunt! 	2117	False	user	blocked	train
1	00883887.1	"No problem Montana boy. Where I come from, mustangs are called brumbies. I can't believe you are visiting Oz as we speak, what part? It's been 01 years for me, the only time I go ""down under"" now is when my girlfriend is dry.  "	2116	True	user	blocked	dev
1	263382390.1	  == Lady GaGa ==  Yes me again, talking about that bitch that have no idea that a exist. One question: if I think that one old revision of a article is better than the current, in terms of style and organization of images, what I should do?   	2119	True	user	random	dev
1	205190754.1	, 31 May 2118 (UTC)  Brews, he's given citations for the very things that I have been arguing about. Polar coordinates in the inertial frame are the correct and standard way to analyze planetary orbital motion.  The section that I put in yesterday was standard textbook planetary orbital theory. I mentioned Goldstein's.  I can only conclude that most of the editors here are schoolboys who have done the basic circular motion theory and are totally unwilling to examine the general cases of curved path motion such as ellipses and hyperbolae and the role of the radially outward centrifugal force.  I would say that my section was erased yesterday for no other reason than that nobody here could understand it since they have never done planetary orbital theory in advanced applied maths at university.  And in true schoolboy style, anything that they can't understand must go to the trash can.  15:22	2118	True	article	blocked	dev
1	398799239.1	  == Map ==  What figures are the map based on? On the description of the image, I found a link to this file . I do not see a proper plot of this info on the map. Furthermore, those World Bank statistics show statistics of countries and not particular regions. The map shows otherwise.     	2101	True	article	random	train
1	392447486.1	  == Guns N' Roses Family Tree ==  Is there a reason why this double-cd hasn't be included yet? I think it should. http://www.amazon.com/Family-Tree-Guns-N-Roses/dp/B113B8NUYQ	2101	True	article	random	train
1	660063585.1	  Thank you very much, I'm getting ready to start the soundtrack sections of At Middleton and Playing It Cool making the soundtrack sections, do they typically take long to create? Do you watch American Horror Story? )	2105	True	user	random	test
1	367430396.1	" * Yes, among those times one was a barnstar she gave me too but is rather hard to draw related conclusion from unrelated events. Belligerence and WP:IDIDNTHEARTHAT, are two common positions after a block, yes. I will review to see if I am falling in that simplistic behavior. Meanwhile notice that I am not saying that the block didn't make sense. I am saying that it doesn't make sense now. Well, now that I think, the block was done after a post in which I was telling her that if she was stopping with her problems (her problems are not with me or about posting things about me) I also ""forgive her""(=stop hounding her). The block is not stopping me from hounding her, since there is now nothing to be stopped. That is why I think it lost its purpose already. Notice that for a hound there is no difficulty in just moving to the next computer, opening a new account and continue barking. And besides, what time is it? Less than 6 hours before the end of the block? Blocks are to make all continue with the enjoyment of Wiki-editing. Mbz0 went astray from her enjoyment of her usual wiki-editing going into problems that she can not handle but now she is back to the pictures and calmed articles. So I can continue my Wiki-editing, normally.   "	2101	True	user	blocked	test
1	70875993.1	  ==MySpace?== Is the MySpace page that is linked actually maintained by the group, or is it a fansite?  If it is a fansite, it should not be linked to.  	2116	True	article	random	train
1	615985923.1	"There is a very odd line toward the bottom of this page that reads ""GENIVA PORT OF ITALY(AMAN KUMAR)"".  I lived in Genova for some years, and as far as I know there is no ""Geniva port"". In any case ""geniva"" is meaningless in Italian (though it's similar to ""gengiva"", the word for gums, as in mouth).  Also, what is an ""Aman Kumar""? Is it the author of this line, and the rather arbitrary list of marinas that follow it? A number of important marinas are missing from the list, which is hardly in the spirit of Wikipedia's goal of accuracy and completeness. kentfx "	2104	True	article	random	train
1	455228307.1	  :That's ok, if you're the most interested editor in the article, that won't stop a GA review. I'll get my review up in the next few days and then you can decide how to address it.   	2100	True	article	random	dev
1	014143686.1	  i think you should have talked then revert my artilce and there is nothing i have add from my side?i come with source and i have books and still if you want to reveart then talk before it. Please   	2117	True	user	random	dev
1	96237060.1	" :...and now I've restored it. After reading through a lot of material on the subject and his game, this is a decision which would be better decided by consensus, assuming this article ever gets enough traffic to spark a discussion. He's not notable as a filmmaker, but there was enough media coverage of the game to give Ledonne his fifteen minutes. If it ever comes to a vote — one that I personally won't be around for, since my involvement on Wikipedia is minimal — put me down for a merge.  "	2116	True	article	random	train
0	436812508.1	 :::::You don't even clean your ass when you poop. Nice try.   	2100	False	user	blocked	train
1	221158516.1	"  :Just revert the vandalism, and move on.   "	2118	True	article	random	dev
1	337145574.1	  :The unreliable sources have been removed. Since this is a BLP, would anyone object the removal of the unsourced material altogether? The article history can always be consulted for retrieving some old paragraph for which a source have been eventually found.  	2101	True	article	blocked	test
1	401811956.1	 :::Self important much, Brian?   	2100	False	article	blocked	dev
1	220112619.1	  ==Undeletion request== Hi, could I please ask you to undelete Israelinsider?  I've been mentoring a new user, and encouraging him to create stubs.  That was his first start, and it got deleted within one minute of creation.  Can we please give him more time to flesh it out?  Thanks,  	2118	True	user	random	dev
1	272129954.1	, or, Why Wikipeda is full of Sycophantic Turds	2119	True	user	blocked	dev
1	039764652.1	  == Salman Rushdie ==  Hi Bahrain,  Welcome to Wikipedia.  Some of your edits at Salman Rushdie are strongly not NPOV and subjective, it is worth noting the article  What_Wikipedia_is_not#Wikipedia_is_not_a_soapbox.  Cheers  Belbo	2117	True	user	blocked	train
1	438460623.1	  :Floghera is a type of flute but looks like a bagpipe, Toumpeleki is a drum also and some other Idiophone Instruments like: Trigonon zilia and simadro     	2100	True	user	blocked	train
1	74816854.1	"==JOPPA== Please don't block me from editing...please. Trust me, my life doesn't revolve around editing pages in wikipedia, like yours. I couldn't give a flying shit on Sunday.  Hope deleting people's articles makes you feel better inside. Just because you have yet to produce a quality page on this site, doesn't mean you should be jealous of others, and use that as the ONLY reason for getting rid of them. Do something with yourself for God's Sake. Can you honestly look at your life right now and say, ""I've made a difference."" If not, then leave the rest of us alone. That's my advice to you. Don't be a fucking cynic. You end up very lonely that way. Maybe you should watch my show sometime to see what it's like trying to be creative. The address is Whatisjoppa.com    "	2116	False	user	blocked	train
1	362226087.1	It is confusing when the files have similar names; labelling them 'Flemish Community'	2101	True	user	random	dev
1	660477549.1	" :Please stop adding it. A snowmobile is ""a vehicle for recreation on snow"", but the opposite does not apply, i.e. not all vehicles for recreation on snow are snowmobiles. And the aerosani is not a snowmobile, no more than a motorcycle is a car just because they're both wheeled vehicles for use on roads.   "	2105	True	user	random	train
1	45952509.1	  == I don't understand. ==  I was only adding stuff about Jason. Why are you mean to me now ( ==   ===	2116	False	user	blocked	dev
1	667622731.1	 ::::::Thanks a lot. Could you please also have a look on my translation of Ständchen, WAB 84?   	2105	True	user	random	test
1	041456221.1	"  == Beauty pageants ==  Just because you have no interest in beauty pageants or their contestants doesn't mean that they are not notable - and please don't go trying to delete stuff when you are ignorant about the topic you are dealing with.  I happen to think there are tons of articles on here that do not meet Wikipedia's standards and that do not have individual merit... particularly those about comics etc, but I am wise enough to know that I do not truly understand their significance and so I leave it alone.  A much more prudent avenue would have been to bring your issues to the appropriate WikiProject (WikiProject Beauty Pageants and to address yoru concerns there in the first instance.  One example, the continual use of the term ""model"" to describe them as has been used by yourself and one other editor, is both incorrect and somewhat demeaning.   "	2117	True	user	blocked	dev
1	547997090.1	  Sanctioning from a bunch of bigots means nothing to me.   	2103	True	user	blocked	test
1	39829368.1	i don't understand, how do you edit the last paragraph? i ended up editing the one above thanks Jay 	2116	False	user	blocked	test
0	681816374.1	  == Hey f**king swine ==  Doing bad? Suffering a lot?	2105	False	user	blocked	train
1	634205302.1	toolLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG LIVE ANONYMOUS PHILIPPINESLONG 	2104	False	user	blocked	train
1	050436734.1	" That does sound kinda cool. Would you like them to put Hellboy into Buffy continuity and transform Dark Horse into a big publisher like Marvel, with a huge Buffy universe, or would you rather Mutant Enemy became the publisher (hah) or would you rather Buffy didn't stretch out in the way DC and Marvel have done?~ "	2117	True	user	random	train
1	097716789.1	     Subscript text Small Text 	2118	False	user	blocked	train
1	606272243.1	 :I once again urge you to please read the above links that I sent (especially Writing better articles) since you may not be that familiar with editing; it'll help you. I've waited for your response and I'm assuming we're clear on this now, will undo your spacing. Good day,   	2104	True	user	random	train
1	54408611.1	 :::: Thanks THOTH, I see the light now  	2116	True	article	blocked	test
1	499796951.1	 ::Haha, can't be bad as the Hamilton Accies site! Thanks though, I've added the info back with the ref.  	2102	True	user	random	dev
1	369396523.1	"  == Commas ==  There are too many commas in the title. Doesn't need to be one before the ""and"" in this instance, so I'll move it. Any objections and just move it back. '''' "	2101	True	article	random	test
1	497489707.1	  == Edits ==  Hi there. I just wanted to bring to your attention some unsourced edits being made at Jacob Lurie. The person doing it seems quite persistent. Thanks.   	2102	True	user	random	train
1	05607921.1	"  :I was typing the response when you visited the talk page.  It is the nature of Wikipedia to make a choose between users and so my comments were eliminated.  What I basically stated is that the material probably should NOT be in the article, the reasoning against her nomination needs to presented in a balanced NPOV manner.  Having its own section with each point starred is not NPOV.  Also, there must an attempt to provide the reasons FOR her nomination also, that was not present.  Also, the comments were conclusionary, they did not provide the reasoning.  For example, the LA Times quote stated that she is bad.  Whoa!  That's an elementary school argument.  There was no explanation on WHY JRB is so ""bad.""  that is NOT a NPOV presentation.  So go ahead provide the arguments and thinking against JRB, but provide the arguments and thinking FOR JRB also.  And conclusionary statments just don't cut it.  Your contracts professor wants to hear 'why' the contract is void, he/she does not just want to hear you say the contract is void. Best, "	2115	True	user	random	dev
0	377096166.1	  Look at your little shits. With your wikipedia skills. You must be proud.  	2101	True	user	blocked	train
1	318761145.1	"  I'm no longer angry. I am sorry I was fuming with finding out about her post. Blocking me was not necessary, I was about to remove my comment. I don't want her to leave, I just hate, really hate being spoken about badly behind my back like that I am human I have feelings.  When I saw what they said about me I was very offended. Given that I showed digns afterwards of calming down and saying sorry to bring you into it blocking me was a completely irrational decision and you didn't even give me a chance. FIne block me for 24 hours. For some hours tomorrow you will be missing out on many of my good efforts to improve this site. Really admins need to be more careful with their decisions on here as I am certainly not a cause for blocking....      "	2119	True	user	blocked	train
1	374778755.1	REDIRECT Talk:North–South Railway (Vietnam)	2101	True	article	random	train
1	069007776.1	  Also who are you in Wikia and how do you know me?( )	2117	True	user	blocked	train
1	635407237.1	  == Gilli ==  Respected Gilli, Please unblock me from wikipedia my username is user:Mriduls.sharma and if you dont unblock me than i will do presistent vandalism. Please reply me back.From: 	2104	False	user	blocked	train
1	016419327.1	  == Vandalism Claim == What are personal attacks? I said that it was an anti-fan anyway. Isn't it you that began vandalism? Wiki is the place where you should write a fact precisely, not your agreement or objection. 	2117	True	user	blocked	train
1	262070822.1	  :It should not be added unless/until it is notable enough to have its own WP page.   	2119	True	article	random	train
1	39838399.1	  == Robert Frost ==    Thanks for experimenting with Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.     	2116	True	user	random	train
1	63478320.1	  The council that Wrad represented was Elstree and Borehamwood Town Council (and not Elstree and Borehamwood Parish Council).  T. Sandle	2116	False	article	blocked	dev
0	002846277.1	 if you do not stop, the wikapidea nijas will come to your house and kill you	2117	False	user	blocked	train
0	489202589.1	DEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEERP ME STUPID LIKE JAC DUUUUH    	2102	False	user	blocked	dev
1	508197473.1	"  I have never used Wikipedia for editing apart from the ""Welcome!"" part of my page."	2102	True	user	blocked	train
1	684775755.1	Your statements are not warranted.  	2105	True	article	blocked	train
1	440206268.1	 :::::I meant to delete that part before posting on Wikipedia. I was just playing around on Google translation to see how it would look, and did not remove that last part when copying and pastingit's my first time using that system (and had I known to read the Japanese lettering afterwards, I would have noticed that, but I didn't.) I'll go ahead and make the overt action of removing it now.  Thanks for taking the time to translate and proofread the message, Diannaa  	2100	True	user	blocked	dev
1	014322853.1	" :::I think you did not understand. I am ""banned"" from working on the Czech Republic. Ask Wikipedia Administrator  to give me permission to work with you. He does't allow it. He says its because of the Wikipedia word ""c*cks*ck*r"" I cannot work on the Czeck Republic. I do not understand the connection.  "	2117	True	user	blocked	train
